"year","month","temperature"
1993,"Липень",17.9
1993,"Серпень",17.5
1993,"Вересень",11.5
1993,"Жовтень",7.8
1993,"Листопад",-6
1993,"Грудень",-0.2
1994,"Cічень",0.1
1994,"Лютий",-5.8
1994,"Березень",1.4
1994,"Квітень",10.9
1994,"Травень",13.1
1994,"Червень",16.3
1994,"Липень",21.1
1994,"Серпень",19.1
1994,"Вересень",17.8
1994,"Жовтень",8
1994,"Листопад",1.1
1994,"Грудень",-3.4
1995,"Cічень",-3.9
1995,"Лютий",2.2
1995,"Березень",3.5
1995,"Квітень",8.8
1995,"Травень",14
1995,"Червень",20.1
1995,"Липень",20.5
1995,"Серпень",19.8
1995,"Вересень",13.8
1995,"Жовтень",9
1995,"Листопад",-0.3
1995,"Грудень",-5.4
1996,"Cічень",-9.8
1996,"Лютий",-7.1
1996,"Березень",-3
1996,"Квітень",9.2
1996,"Травень",18.6
1996,"Червень",18.8
1996,"Липень",19.3
1996,"Серпень",19.1
1996,"Вересень",11.2
1996,"Жовтень",8.6
1996,"Листопад",6.7
1996,"Грудень",-3.9
1997,"Cічень",-5.7
1997,"Лютий",-1.1
1997,"Березень",2.1
1997,"Квітень",6.1
1997,"Травень",16.1
1997,"Червень",18.3
1997,"Липень",19.4
1997,"Серпень",19.2
1997,"Вересень",11.8
1997,"Жовтень",6.2
1997,"Листопад",3.2
1997,"Грудень",-4.2
1998,"Cічень",-1
1998,"Лютий",0.4
1998,"Березень",1.3
1998,"Квітень",10.3
1998,"Травень",15.2
1998,"Червень",19.8
1998,"Липень",19.5
1998,"Серпень",18.3
1998,"Вересень",14.2
1998,"Жовтень",7.7
1998,"Листопад",-3.3
1998,"Грудень",-5.1
1999,"Cічень",-2.2
1999,"Лютий",-1.5
1999,"Березень",3.2
1999,"Квітень",11.7
1999,"Травень",12.8
1999,"Червень",22.6
1999,"Липень",22.7
1999,"Серпень",19.3
1999,"Вересень",15.8
1999,"Жовтень",8.2
1999,"Листопад",-0.2
1999,"Грудень",-0.2
2000,"Cічень",-4.1
2000,"Лютий",0
2000,"Березень",1.7
2000,"Квітень",12.7
2000,"Травень",15.4
2000,"Червень",17.9
2000,"Липень",19.1
2000,"Серпень",20.5
2000,"Вересень",12.3
2000,"Жовтень",9.5
2000,"Листопад",4.5
2000,"Грудень",1.3
2001,"Cічень",-1
2001,"Лютий",-2.5
2001,"Березень",2.7
2001,"Квітень",11.2
2001,"Травень",14.2
2001,"Червень",16.7
2001,"Липень",24.6
2001,"Серпень",21
2001,"Вересень",13.8
2001,"Жовтень",9.3
2001,"Листопад",2.3
2001,"Грудень",-7.3
2002,"Cічень",-2.6
2002,"Лютий",3.7
2002,"Березень",5.5
2002,"Квітень",9.9
2002,"Травень",16.5
2002,"Червень",18.4
2002,"Липень",23.9
2002,"Серпень",20.1
2002,"Вересень",13.9
2002,"Жовтень",7
2002,"Листопад",3.9
2002,"Грудень",-8.4
2003,"Cічень",-3.8
2003,"Лютий",-6.4
2003,"Березень",0.1
2003,"Квітень",6.9
2003,"Травень",19.4
2003,"Червень",18
2003,"Липень",21.3
2003,"Серпень",19.2
2003,"Вересень",14.1
2003,"Жовтень",6.8
2003,"Листопад",3.4
2003,"Грудень",-0.6
2004,"Cічень",-4.3
2004,"Лютий",-2.6
2004,"Березень",3.9
2004,"Квітень",9.1
2004,"Травень",13.2
2004,"Червень",17.7
2004,"Липень",20.5
2004,"Серпень",20.1
2004,"Вересень",14.2
2004,"Жовтень",9.3
2004,"Листопад",2.9
2004,"Грудень",0.1
2005,"Cічень",-0.6
2005,"Лютий",-5.1
2005,"Березень",-1.6
2005,"Квітень",10.3
2005,"Травень",16.4
2005,"Червень",17.3
2005,"Липень",21.4
2005,"Серпень",20
2005,"Вересень",16.3
2005,"Жовтень",9
2005,"Листопад",2.2
2005,"Грудень",-1
2006,"Cічень",-7.5
2006,"Лютий",-6.1
2006,"Березень",0
2006,"Квітень",9.7
2006,"Травень",14.4
2006,"Червень",18.4
2006,"Липень",20.9
2006,"Серпень",19.9
2006,"Вересень",15.5
2006,"Жовтень",9.7
2006,"Листопад",3.4
2006,"Грудень",2.4
2007,"Cічень",2.1
2007,"Лютий",-4.2
2007,"Березень",6.3
2007,"Квітень",9
2007,"Травень",18.4
2007,"Червень",20.4
2007,"Липень",21.3
2007,"Серпень",21.5
2007,"Вересень",14.8
2007,"Жовтень",9.4
2007,"Листопад",0.6
2007,"Грудень",-0.9
2008,"Cічень",-3
2008,"Лютий",0.6
2008,"Березень",4.6
2008,"Квітень",10.7
2008,"Травень",14.3
2008,"Червень",18.8
2008,"Липень",20.8
2008,"Серпень",21.6
2008,"Вересень",13.5
2008,"Жовтень",10.7
2008,"Листопад",3.5
2008,"Грудень",-0.6
2009,"Cічень",-3.3
2009,"Лютий",-1.7
2009,"Березень",2.3
2009,"Квітень",11.1
2009,"Травень",15.1
2009,"Червень",20.4
2009,"Липень",21.7
2009,"Серпень",19.2
2009,"Вересень",17.3
2009,"Жовтень",9.1
2009,"Листопад",4.7
2009,"Грудень",-3.2
2010,"Cічень",-8.8
2010,"Лютий",-3.2
2010,"Березень",1.4
2010,"Квітень",10.3
2010,"Травень",17.3
2010,"Червень",22
2010,"Липень",24.4
2010,"Серпень",24.6
2010,"Вересень",14.9
2010,"Жовтень",6.3
2010,"Листопад",8
2010,"Грудень",-4.2
2011,"Cічень",-2.4
2011,"Лютий",-6.1
2011,"Березень",1.5
2011,"Квітень",10.2
2011,"Травень",16.7
2011,"Червень",21.1
2011,"Липень",21.7
2011,"Серпень",19.3
2011,"Вересень",15.8
2011,"Жовтень",7.7
2011,"Листопад",2.4
2011,"Грудень",2.2
2012,"Cічень",-4
2012,"Лютий",-10
2012,"Березень",2.5
2012,"Квітень",11.8
2012,"Травень",18.1
2012,"Червень",20
2012,"Липень",23.6
2012,"Серпень",20.4
2012,"Вересень",16.2
2012,"Жовтень",10.1
2012,"Листопад",4.6
2012,"Грудень",-5
2013,"Cічень",-4.3
2013,"Лютий",-0.6
2013,"Березень",-1.7
2013,"Квітень",10.3
2013,"Травень",18.9
2013,"Червень",21.6
2013,"Липень",20.8
2013,"Серпень",19.9
2013,"Вересень",12.4
2013,"Жовтень",9.7
2013,"Листопад",6.4
2013,"Грудень",-0.2
2014,"Cічень",-4.8
2014,"Лютий",-0.5
2014,"Березень",6.8
2014,"Квітень",10.3
2014,"Травень",16.9
2014,"Червень",18.2
2014,"Липень",22.1
2014,"Серпень",21.3
2014,"Вересень",15.3
2014,"Жовтень",7.7
2014,"Листопад",1.7
2014,"Грудень",-2.1
2015,"Cічень",-0.8
2015,"Лютий",-0.7
2015,"Березень",5.1
2015,"Квітень",9.7
2015,"Травень",16
2015,"Червень",20.4
2015,"Липень",21.9
2015,"Серпень",22.6
2015,"Вересень",17.8
2015,"Жовтень",7.3
2015,"Листопад",4.7
2015,"Грудень",1.9
2016,"Cічень",-5.7
2016,"Лютий",2
2016,"Березень",3.9
2016,"Квітень",12.4
2016,"Травень",15.5
2016,"Червень",20.6
2016,"Липень",22.4
2016,"Серпень",21.1
2016,"Вересень",16.1
2016,"Жовтень",6.5
2016,"Листопад",1.2
2016,"Грудень",-1.5
2017,"Cічень",-4.9
2017,"Лютий",-2.8
2017,"Березень",6.2
2017,"Квітень",10.4
2017,"Травень",15.2
2017,"Червень",20
2017,"Липень",20.9
2017,"Серпень",22.4
2017,"Вересень",16.4
2017,"Жовтень",8.4
2017,"Листопад",3.3
2017,"Грудень",1.6
2018,"Cічень",-2.4
2018,"Лютий",-3.8
2018,"Березень",-1.9
2018,"Квітень",13.1
2018,"Травень",18.8
2018,"Червень",20.6
2018,"Липень",21.4
2018,"Серпень",22.5
2018,"Вересень",17.3
2018,"Жовтень",10.7
2018,"Листопад",0.3
2018,"Грудень",-2.2
